nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,code_sondage,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
1,4,1,1135,20,3,Infra & Cloud,Y,Frequent,2,2
0,2,1,1136,2,1,Infra & Cloud,Y,Occasionnel,0,4
1,3,1,1137,11,2,Marketing,Y,Frequent,0,2
1,3,1,1138,8,4,Entrepreunariat,Y,Occasionnel,2,3
0,3,1,1140,2,2,Infra & Cloud,Y,Frequent,0,2
2,2,1,1143,10,3,Infra & Cloud,Y,Frequent,1,1
0,3,1,1148,29,3,Transformation Digitale,Y,Occasionnel,0,0
1,2,1,1150,8,1,Transformation Digitale,Y,Occasionnel,1,2
1,2,1,1152,1,3,Ressources Humaines,Y,Occasionnel,5,0
1,2,1,1154,6,3,Infra & Cloud,Y,Frequent,0,2
0,0,1,1156,8,1,Transformation Digitale,Y,Aucun,0,0
0,3,1,1157,9,4,Marketing,Y,Occasionnel,0,3
1,4,1,1158,12,4,Infra & Cloud,Y,Occasionnel,0,0
1,5,1,1160,15,3,Transformation Digitale,Y,Frequent,2,2
2,2,1,1161,25,2,Transformation Digitale,Y,Occasionnel,1,3
1,0,1,1162,6,3,Infra & Cloud,Y,Occasionnel,2,2
0,3,1,1163,9,1,Infra & Cloud,Y,Occasionnel,1,3
0,2,1,1164,8,4,Entrepreunariat,Y,Occasionnel,1,4
1,3,1,1165,23,1,Infra & Cloud,Y,Occasionnel,3,10
0,3,1,1166,9,4,Transformation Digitale,Y,Frequent,2,13
0,2,1,1167,12,3,Infra & Cloud,Y,Frequent,13,14
0,3,1,1171,4,4,Marketing,Y,Occasionnel,1,5
1,2,1,1172,1,4,Transformation Digitale,Y,Occasionnel,1,7
0,2,1,1173,24,3,Transformation Digitale,Y,Occasionnel,1,2
0,4,1,1175,12,1,Infra & Cloud,Y,Occasionnel,0,0
1,2,1,1177,3,4,Transformation Digitale,Y,Occasionnel,0,7
1,3,1,1179,10,3,Marketing,Y,Occasionnel,1,4
1,3,1,1180,26,2,Transformation Digitale,Y,Frequent,0,0
1,2,1,1182,2,3,Infra & Cloud,Y,Occasionnel,6,4
0,3,1,1184,1,3,Transformation Digitale,Y,Frequent,4,9
1,2,1,1185,4,4,Autre,Y,Frequent,2,2
0,2,1,1188,9,3,Marketing,Y,Occasionnel,1,3
3,3,1,1190,2,1,Infra & Cloud,Y,Aucun,0,0
1,2,1,1191,4,4,Entrepreunariat,Y,Occasionnel,4,2
1,5,1,1192,6,1,Transformation Digitale,Y,Occasionnel,0,8
0,4,1,1193,9,2,Infra & Cloud,Y,Occasionnel,0,0
1,2,1,1195,7,3,Transformation Digitale,Y,Occasionnel,0,2
1,2,1,1196,1,3,Infra & Cloud,Y,Occasionnel,3,11
0,2,1,1198,3,3,Infra & Cloud,Y,Occasionnel,1,2
0,4,1,1200,10,4,Infra & Cloud,Y,Occasionnel,0,2
1,6,1,1201,7,2,Transformation Digitale,Y,Occasionnel,4,7
1,2,1,1202,15,1,Infra & Cloud,Y,Occasionnel,1,3
1,5,1,1203,3,4,Infra & Cloud,Y,Frequent,0,0
0,2,1,1204,2,3,Marketing,Y,Occasionnel,15,9
0,3,1,1206,17,3,Infra & Cloud,Y,Aucun,0,0
1,2,1,1207,2,3,Ressources Humaines,Y,Occasionnel,1,4
1,2,1,1210,5,2,Infra & Cloud,Y,Aucun,0,0
3,3,1,1211,29,4,Infra & Cloud,Y,Occasionnel,0,3
3,2,1,1212,2,4,Transformation Digitale,Y,Frequent,0,0
1,3,1,1215,2,3,Transformation Digitale,Y,Frequent,2,2
3,2,1,1216,19,4,Transformation Digitale,Y,Occasionnel,3,3
1,2,1,1217,15,2,Infra & Cloud,Y,Occasionnel,0,3
3,2,1,1218,17,4,Infra & Cloud,Y,Occasionnel,1,7
1,3,1,1219,17,2,Infra & Cloud,Y,Occasionnel,0,0
1,3,1,1220,25,3,Transformation Digitale,Y,Frequent,0,1
1,4,1,1221,6,4,Infra & Cloud,Y,Occasionnel,1,7
3,4,1,1224,7,4,Infra & Cloud,Y,Occasionnel,8,9
0,3,1,1225,29,4,Autre,Y,Occasionnel,13,17
0,2,1,1226,21,3,Marketing,Y,Occasionnel,2,2
1,3,1,1228,2,4,Entrepreunariat,Y,Occasionnel,1,4
1,3,1,1231,2,5,Transformation Digitale,Y,Aucun,0,3
1,3,1,1233,7,4,Marketing,Y,Occasionnel,1,9
1,2,1,1234,13,3,Autre,Y,Frequent,2,2
0,2,1,1235,2,2,Infra & Cloud,Y,Frequent,0,7
1,2,1,1237,1,3,Entrepreunariat,Y,Occasionnel,7,7
1,5,1,1238,9,3,Transformation Digitale,Y,Occasionnel,4,10
1,2,1,1239,10,3,Entrepreunariat,Y,Occasionnel,1,3
0,4,1,1240,10,4,Infra & Cloud,Y,Occasionnel,1,1
1,2,1,1241,1,3,Transformation Digitale,Y,Occasionnel,5,7
0,6,1,1242,26,5,Transformation Digitale,Y,Frequent,0,0
1,6,1,1243,8,2,Marketing,Y,Aucun,4,12
2,3,1,1244,14,3,Infra & Cloud,Y,Occasionnel,6,8
1,2,1,1245,1,4,Infra & Cloud,Y,Frequent,1,4
1,5,1,1246,2,1,Infra & Cloud,Y,Occasionnel,7,7
0,2,1,1248,10,3,Transformation Digitale,Y,Aucun,0,0
3,5,1,1249,1,3,Infra & Cloud,Y,Occasionnel,1,2
0,2,1,1250,3,3,Infra & Cloud,Y,Occasionnel,0,9
0,2,1,1251,11,2,Transformation Digitale,Y,Occasionnel,0,1
0,2,1,1252,24,3,Transformation Digitale,Y,Occasionnel,1,8
0,2,1,1254,3,3,Infra & Cloud,Y,Occasionnel,0,5
1,2,1,1255,3,3,Infra & Cloud,Y,Occasionnel,0,7
1,2,1,1256,4,2,Transformation Digitale,Y,Occasionnel,0,0
0,2,1,1257,3,3,Entrepreunariat,Y,Frequent,0,7
0,4,1,1258,2,2,Entrepreunariat,Y,Occasionnel,0,0
3,2,1,1259,4,2,Infra & Cloud,Y,Occasionnel,0,3
2,2,1,1260,7,3,Infra & Cloud,Y,Occasionnel,1,0
0,3,1,1263,1,3,Infra & Cloud,Y,Occasionnel,0,0
2,2,1,1264,1,3,Infra & Cloud,Y,Occasionnel,1,7
0,5,1,1265,20,3,Entrepreunariat,Y,Occasionnel,0,0
1,5,1,1267,5,3,Marketing,Y,Occasionnel,3,10
2,3,1,1268,10,5,Marketing,Y,Occasionnel,0,8
0,2,1,1269,25,3,Infra & Cloud,Y,Occasionnel,0,1
1,2,1,1270,1,2,Infra & Cloud,Y,Occasionnel,0,1
0,4,1,1273,24,1,Infra & Cloud,Y,Frequent,1,0
0,2,1,1275,4,2,Infra & Cloud,Y,Occasionnel,2,2
0,2,1,1277,2,3,Marketing,Y,Occasionnel,1,11
1,3,1,1278,8,1,Transformation Digitale,Y,Aucun,15,0
0,2,1,1279,10,2,Infra & Cloud,Y,Frequent,2,2
1,2,1,1280,4,2,Marketing,Y,Occasionnel,0,8
0,3,1,1281,2,3,Marketing,Y,Occasionnel,0,2
1,5,1,1282,9,3,Infra & Cloud,Y,Frequent,11,10
0,6,1,1283,18,4,Transformation Digitale,Y,Occasionnel,5,4
2,2,1,1285,19,3,Transformation Digitale,Y,Frequent,5,10
0,2,1,1286,1,4,Transformation Digitale,Y,Frequent,0,2
2,4,1,1288,4,2,Infra & Cloud,Y,Occasionnel,14,13
2,5,1,1289,11,3,Infra & Cloud,Y,Frequent,1,8
0,3,1,1291,6,1,Infra & Cloud,Y,Occasionnel,2,2
0,2,1,1292,7,4,Transformation Digitale,Y,Occasionnel,0,0
0,3,1,1293,4,4,Marketing,Y,Occasionnel,15,17
0,2,1,1294,2,4,Infra & Cloud,Y,Occasionnel,5,12
1,2,1,1295,15,3,Transformation Digitale,Y,Occasionnel,0,5
1,2,1,1296,2,3,Infra & Cloud,Y,Frequent,2,2
0,6,1,1297,6,2,Transformation Digitale,Y,Frequent,7,7
0,3,1,1298,9,2,Transformation Digitale,Y,Aucun,1,7
2,2,1,1299,7,3,Entrepreunariat,Y,Occasionnel,7,7
0,2,1,1301,1,3,Entrepreunariat,Y,Occasionnel,1,2
0,3,1,1303,1,3,Transformation Digitale,Y,Occasionnel,2,1
2,4,1,1304,8,3,Transformation Digitale,Y,Occasionnel,0,8
0,4,1,1306,25,3,Transformation Digitale,Y,Frequent,0,0
2,4,1,1307,13,4,Transformation Digitale,Y,Occasionnel,15,2
2,3,1,1308,23,4,Infra & Cloud,Y,Occasionnel,2,2
1,3,1,1309,7,2,Infra & Cloud,Y,Occasionnel,1,1
0,2,1,1310,23,3,Transformation Digitale,Y,Occasionnel,0,3
1,6,1,1311,6,3,Entrepreunariat,Y,Occasionnel,6,7
0,0,1,1312,10,4,Entrepreunariat,Y,Occasionnel,1,7
0,3,1,1314,1,2,Infra & Cloud,Y,Occasionnel,5,7
3,6,1,1315,1,3,Infra & Cloud,Y,Aucun,7,5
0,2,1,1317,28,3,Infra & Cloud,Y,Occasionnel,1,2
0,2,1,1318,25,4,Marketing,Y,Occasionnel,1,0
0,2,1,1319,5,3,Infra & Cloud,Y,Occasionnel,7,7
2,2,1,1321,17,4,Transformation Digitale,Y,Occasionnel,0,8
0,6,1,1322,18,2,Infra & Cloud,Y,Occasionnel,1,7
1,5,1,1324,2,4,Infra & Cloud,Y,Aucun,9,6
0,4,1,1329,10,2,Transformation Digitale,Y,Aucun,11,9
0,2,1,1331,1,3,Infra & Cloud,Y,Frequent,2,2
0,4,1,1333,3,3,Infra & Cloud,Y,Occasionnel,1,2
0,3,1,1334,2,1,Infra & Cloud,Y,Aucun,2,10
1,5,1,1336,2,2,Transformation Digitale,Y,Occasionnel,9,11
0,4,1,1338,8,4,Infra & Cloud,Y,Occasionnel,7,7
1,0,1,1340,16,2,Infra & Cloud,Y,Aucun,0,0
1,0,1,1344,9,3,Infra & Cloud,Y,Occasionnel,1,6
0,4,1,1346,2,3,Infra & Cloud,Y,Occasionnel,8,8
1,2,1,1349,1,3,Marketing,Y,Frequent,1,7
0,3,1,1350,4,4,Infra & Cloud,Y,Frequent,1,1
1,2,1,1352,5,3,Infra & Cloud,Y,Occasionnel,0,10
1,3,1,1355,2,2,Infra & Cloud,Y,Occasionnel,1,7
0,6,1,1356,15,2,Transformation Digitale,Y,Occasionnel,9,6
3,6,1,1358,19,1,Transformation Digitale,Y,Occasionnel,1,2
0,0,1,1360,7,4,Transformation Digitale,Y,Occasionnel,5,9
1,3,1,1361,1,4,Infra & Cloud,Y,Occasionnel,0,3
1,2,1,1362,7,3,Marketing,Y,Frequent,6,13
0,2,1,1363,4,3,Infra & Cloud,Y,Occasionnel,0,8
1,4,1,1364,11,3,Transformation Digitale,Y,Occasionnel,0,0
0,1,1,1367,11,2,Entrepreunariat,Y,Occasionnel,0,3
0,5,1,1368,1,3,Infra & Cloud,Y,Aucun,0,0
1,0,1,1369,1,3,Transformation Digitale,Y,Occasionnel,0,0
0,3,1,1371,2,1,Infra & Cloud,Y,Frequent,0,0
0,2,1,1372,13,4,Marketing,Y,Occasionnel,3,8
1,0,1,1373,23,3,Infra & Cloud,Y,Occasionnel,15,9
3,2,1,1374,26,1,Entrepreunariat,Y,Aucun,0,0
3,0,1,1375,2,1,Transformation Digitale,Y,Occasionnel,11,8
2,1,1,1377,29,3,Transformation Digitale,Y,Occasionnel,7,7
0,3,1,1379,2,3,Infra & Cloud,Y,Frequent,0,0
1,0,1,1380,18,4,Marketing,Y,Frequent,3,2
3,2,1,1382,7,3,Infra & Cloud,Y,Frequent,0,3
0,2,1,1383,2,4,Entrepreunariat,Y,Occasionnel,4,11
1,0,1,1387,26,3,Infra & Cloud,Y,Occasionnel,0,4
2,3,1,1389,22,4,Transformation Digitale,Y,Occasionnel,6,7
2,2,1,1390,21,4,Infra & Cloud,Y,Occasionnel,1,4
0,5,1,1391,2,3,Marketing,Y,Frequent,3,2
2,4,1,1392,22,3,Infra & Cloud,Y,Frequent,3,3
0,2,1,1394,4,1,Infra & Cloud,Y,Occasionnel,1,3
0,2,1,1395,5,1,Infra & Cloud,Y,Frequent,1,2
3,3,1,1396,2,1,Marketing,Y,Occasionnel,1,2
1,2,1,1397,25,2,Infra & Cloud,Y,Aucun,0,5
0,3,1,1399,18,1,Infra & Cloud,Y,Occasionnel,1,2
1,3,1,1401,28,2,Transformation Digitale,Y,Frequent,0,2
0,3,1,1402,6,3,Transformation Digitale,Y,Occasionnel,1,8
0,3,1,1403,10,3,Marketing,Y,Occasionnel,4,4
0,2,1,1405,17,4,Infra & Cloud,Y,Occasionnel,7,7
0,2,1,1407,2,1,Transformation Digitale,Y,Occasionnel,1,1
1,5,1,1408,10,3,Ressources Humaines,Y,Occasionnel,0,9
0,2,1,1409,8,4,Autre,Y,Occasionnel,0,4
0,6,1,1411,11,3,Transformation Digitale,Y,Occasionnel,0,2
0,2,1,1412,18,2,Infra & Cloud,Y,Frequent,2,2
1,2,1,1415,1,3,Entrepreunariat,Y,Occasionnel,0,2
0,2,1,1417,7,3,Autre,Y,Occasionnel,0,7
0,3,1,1419,17,3,Autre,Y,Occasionnel,0,9
0,2,1,1420,28,2,Infra & Cloud,Y,Frequent,1,3
0,1,1,1421,14,1,Autre,Y,Frequent,7,7
0,3,1,1422,1,3,Transformation Digitale,Y,Occasionnel,12,7
1,3,1,1423,1,3,Transformation Digitale,Y,Occasionnel,1,5
2,4,1,1424,1,4,Transformation Digitale,Y,Occasionnel,0,0
0,3,1,1425,3,4,Marketing,Y,Occasionnel,0,1
0,3,1,1427,1,4,Infra & Cloud,Y,Frequent,0,0
2,3,1,1428,7,4,Marketing,Y,Occasionnel,0,2
0,3,1,1430,8,5,Infra & Cloud,Y,Occasionnel,1,0
2,2,1,1431,1,4,Autre,Y,Frequent,1,3
0,3,1,1433,8,3,Infra & Cloud,Y,Occasionnel,0,0
0,3,1,1434,11,1,Infra & Cloud,Y,Occasionnel,1,4
0,2,1,1435,4,4,Infra & Cloud,Y,Occasionnel,1,8
2,3,1,1436,16,4,Marketing,Y,Occasionnel,0,2
1,2,1,1438,1,3,Entrepreunariat,Y,Occasionnel,1,2
0,2,1,1439,9,2,Infra & Cloud,Y,Occasionnel,2,2
0,2,1,1440,5,2,Entrepreunariat,Y,Aucun,1,3
1,3,1,1441,1,2,Infra & Cloud,Y,Occasionnel,1,0
2,2,1,1443,2,4,Transformation Digitale,Y,Occasionnel,5,6
2,3,1,1445,4,1,Transformation Digitale,Y,Occasionnel,0,3
1,3,1,1446,7,5,Marketing,Y,Occasionnel,0,3
1,2,1,1447,1,3,Infra & Cloud,Y,Occasionnel,0,2
0,5,1,1448,5,5,Transformation Digitale,Y,Occasionnel,0,3
2,2,1,1449,9,4,Autre,Y,Aucun,0,7
1,5,1,1453,8,2,Infra & Cloud,Y,Occasionnel,9,9
1,1,1,1457,9,3,Marketing,Y,Occasionnel,4,3
0,2,1,1458,2,3,Infra & Cloud,Y,Aucun,0,0
0,2,1,1459,1,5,Infra & Cloud,Y,Frequent,4,7
1,2,1,1460,20,3,Transformation Digitale,Y,Occasionnel,0,7
0,3,1,1461,8,2,Transformation Digitale,Y,Occasionnel,0,2
1,2,1,1464,2,3,Infra & Cloud,Y,Frequent,2,2
2,4,1,1465,29,3,Entrepreunariat,Y,Occasionnel,1,2
3,3,1,1466,7,3,Marketing,Y,Occasionnel,2,2
0,0,1,1467,9,4,Entrepreunariat,Y,Occasionnel,2,2
1,5,1,1468,8,1,Transformation Digitale,Y,Aucun,4,8
0,4,1,1469,5,3,Transformation Digitale,Y,Occasionnel,1,3
0,5,1,1471,5,3,Infra & Cloud,Y,Aucun,0,3
0,2,1,1472,2,3,Transformation Digitale,Y,Occasionnel,8,8
1,0,1,1473,5,4,Entrepreunariat,Y,Occasionnel,1,2
1,3,1,1474,2,3,Transformation Digitale,Y,Occasionnel,1,2
0,3,1,1475,20,3,Infra & Cloud,Y,Occasionnel,1,3
2,2,1,1477,7,3,Transformation Digitale,Y,Frequent,0,3
0,2,1,1478,3,3,Autre,Y,Occasionnel,3,12
2,2,1,1479,16,1,Infra & Cloud,Y,Occasionnel,2,2
0,3,1,1480,9,2,Transformation Digitale,Y,Frequent,5,8
1,4,1,1481,1,5,Marketing,Y,Frequent,0,0
2,2,1,1482,7,3,Entrepreunariat,Y,Aucun,0,0
1,2,1,1483,1,2,Infra & Cloud,Y,Occasionnel,2,8
2,3,1,1484,7,4,Infra & Cloud,Y,Occasionnel,0,7
2,3,1,1485,15,3,Transformation Digitale,Y,Frequent,6,9
1,3,1,1486,1,3,Entrepreunariat,Y,Frequent,1,2
0,4,1,1487,13,3,Entrepreunariat,Y,Frequent,0,0
0,2,1,1489,24,4,Transformation Digitale,Y,Occasionnel,10,10
1,3,1,1492,7,1,Infra & Cloud,Y,Occasionnel,0,0
0,2,1,1494,9,3,Transformation Digitale,Y,Frequent,0,0
1,2,1,1495,13,2,Infra & Cloud,Y,Aucun,0,0
0,2,1,1496,2,1,Transformation Digitale,Y,Frequent,2,2
2,3,1,1497,19,3,Infra & Cloud,Y,Occasionnel,0,4
1,3,1,1499,1,3,Infra & Cloud,Y,Occasionnel,1,3
0,2,1,1501,4,4,Infra & Cloud,Y,Occasionnel,1,2
0,5,1,1502,4,4,Transformation Digitale,Y,Occasionnel,0,2
1,4,1,1503,14,3,Transformation Digitale,Y,Occasionnel,1,2
0,2,1,1504,2,2,Transformation Digitale,Y,Frequent,0,0
1,2,1,1506,1,3,Infra & Cloud,Y,Occasionnel,0,0
0,5,1,1507,7,3,Infra & Cloud,Y,Frequent,1,3
1,3,1,1509,3,2,Transformation Digitale,Y,Occasionnel,1,2
3,3,1,1513,2,1,Infra & Cloud,Y,Frequent,0,2
2,2,1,1514,29,1,Infra & Cloud,Y,Occasionnel,1,7
0,6,1,1515,8,5,Infra & Cloud,Y,Occasionnel,0,0
0,5,1,1516,10,3,Transformation Digitale,Y,Occasionnel,0,0
1,2,1,1520,11,4,Transformation Digitale,Y,Frequent,1,12
0,2,1,1522,1,4,Entrepreunariat,Y,Occasionnel,0,7
1,1,1,1523,28,3,Infra & Cloud,Y,Occasionnel,14,17
0,3,1,1525,6,3,Infra & Cloud,Y,Occasionnel,2,2
1,2,1,1527,3,3,Infra & Cloud,Y,Occasionnel,5,1
0,3,1,1529,16,3,Infra & Cloud,Y,Occasionnel,3,3
0,2,1,1533,20,1,Infra & Cloud,Y,Occasionnel,1,2
0,3,1,1534,9,4,Infra & Cloud,Y,Occasionnel,1,0
0,3,1,1535,1,3,Entrepreunariat,Y,Occasionnel,8,6
0,2,1,1537,3,3,Infra & Cloud,Y,Frequent,7,7
0,2,1,1539,22,5,Transformation Digitale,Y,Frequent,13,9
1,4,1,1541,7,2,Entrepreunariat,Y,Occasionnel,5,7
1,3,1,1542,2,3,Transformation Digitale,Y,Occasionnel,0,0
0,2,1,1543,13,3,Transformation Digitale,Y,Occasionnel,3,7
1,3,1,1544,8,1,Autre,Y,Occasionnel,0,7
0,2,1,1545,25,3,Infra & Cloud,Y,Occasionnel,0,2
1,3,1,1546,28,3,Entrepreunariat,Y,Occasionnel,0,3
1,3,1,1547,2,3,Infra & Cloud,Y,Frequent,13,9
0,5,1,1548,9,2,Transformation Digitale,Y,Occasionnel,7,1
1,3,1,1549,28,4,Infra & Cloud,Y,Occasionnel,5,7
0,2,1,1550,6,2,Transformation Digitale,Y,Occasionnel,7,7
3,3,1,1551,21,2,Entrepreunariat,Y,Occasionnel,0,0
0,2,1,1552,8,2,Infra & Cloud,Y,Aucun,2,2
3,4,1,1553,1,4,Entrepreunariat,Y,Occasionnel,7,7
2,5,1,1554,28,4,Infra & Cloud,Y,Occasionnel,4,2
1,2,1,1555,5,2,Infra & Cloud,Y,Occasionnel,2,5
0,3,1,1556,2,4,Infra & Cloud,Y,Occasionnel,1,2
1,2,1,1557,16,4,Infra & Cloud,Y,Occasionnel,7,7
2,2,1,1558,9,3,Infra & Cloud,Y,Occasionnel,0,0
1,6,1,1560,8,4,Infra & Cloud,Y,Occasionnel,2,2
1,4,1,1562,1,3,Infra & Cloud,Y,Occasionnel,6,7
0,2,1,1563,10,4,Ressources Humaines,Y,Frequent,1,2
0,3,1,1564,1,3,Transformation Digitale,Y,Occasionnel,1,2
1,3,1,1568,29,4,Entrepreunariat,Y,Occasionnel,1,3
1,2,1,1569,2,3,Infra & Cloud,Y,Occasionnel,0,0
1,4,1,1572,2,5,Entrepreunariat,Y,Occasionnel,1,9
2,2,1,1573,2,3,Transformation Digitale,Y,Occasionnel,1,4
1,3,1,1574,1,4,Entrepreunariat,Y,Aucun,1,2
1,3,1,1576,15,4,Autre,Y,Occasionnel,7,6
0,4,1,1577,7,4,Transformation Digitale,Y,Occasionnel,0,0
1,3,1,1578,26,5,Marketing,Y,Occasionnel,2,13
1,3,1,1580,1,4,Infra & Cloud,Y,Occasionnel,2,1
0,5,1,1581,3,3,Infra & Cloud,Y,Occasionnel,0,0
1,3,1,1582,14,3,Infra & Cloud,Y,Occasionnel,7,7
0,5,1,1583,16,3,Infra & Cloud,Y,Occasionnel,1,2
0,5,1,1585,1,4,Infra & Cloud,Y,Occasionnel,0,0
0,3,1,1586,3,1,Transformation Digitale,Y,Occasionnel,1,5
0,4,1,1587,10,4,Transformation Digitale,Y,Occasionnel,0,4
1,3,1,1588,6,3,Transformation Digitale,Y,Occasionnel,7,6
1,0,1,1590,2,1,Infra & Cloud,Y,Frequent,1,3
1,2,1,1591,9,3,Marketing,Y,Occasionnel,0,0
1,2,1,1592,10,3,Entrepreunariat,Y,Occasionnel,2,2
1,3,1,1594,6,4,Infra & Cloud,Y,Frequent,0,2
0,2,1,1595,9,2,Autre,Y,Occasionnel,0,1
2,3,1,1596,28,3,Infra & Cloud,Y,Occasionnel,6,8
1,3,1,1597,10,4,Entrepreunariat,Y,Frequent,7,7
1,2,1,1598,14,2,Infra & Cloud,Y,Occasionnel,1,2
1,0,1,1599,27,3,Entrepreunariat,Y,Occasionnel,0,2
1,5,1,1601,7,2,Infra & Cloud,Y,Occasionnel,0,1
0,5,1,1602,1,4,Infra & Cloud,Y,Occasionnel,0,12
3,3,1,1604,24,3,Transformation Digitale,Y,Occasionnel,0,0
0,2,1,1605,26,2,Autre,Y,Aucun,1,3
1,3,1,1606,20,5,Transformation Digitale,Y,Frequent,12,13
2,3,1,1607,5,4,Autre,Y,Occasionnel,0,2
1,4,1,1608,7,3,Transformation Digitale,Y,Occasionnel,1,10
1,3,1,1609,7,3,Transformation Digitale,Y,Occasionnel,1,1
0,3,1,1611,5,5,Transformation Digitale,Y,Occasionnel,1,4
1,2,1,1612,26,3,Marketing,Y,Aucun,4,5
0,3,1,1613,2,4,Autre,Y,Frequent,0,3
2,2,1,1614,12,4,Infra & Cloud,Y,Occasionnel,1,1
1,3,1,1615,10,4,Infra & Cloud,Y,Frequent,7,2
1,3,1,1617,25,4,Infra & Cloud,Y,Occasionnel,1,4
3,3,1,1618,10,5,Transformation Digitale,Y,Occasionnel,7,7
2,3,1,1619,19,3,Autre,Y,Occasionnel,0,7
0,2,1,1621,18,5,Infra & Cloud,Y,Occasionnel,1,10
1,5,1,1622,27,3,Transformation Digitale,Y,Occasionnel,0,0
0,2,1,1623,5,1,Transformation Digitale,Y,Occasionnel,2,2
0,2,1,1624,3,2,Transformation Digitale,Y,Frequent,0,0
1,2,1,1625,26,4,Infra & Cloud,Y,Occasionnel,1,0
1,3,1,1627,3,2,Transformation Digitale,Y,Occasionnel,0,7
2,2,1,1628,15,3,Infra & Cloud,Y,Occasionnel,14,12
1,5,1,1630,8,4,Infra & Cloud,Y,Aucun,2,9
3,2,1,1631,19,3,Infra & Cloud,Y,Occasionnel,0,2
0,2,1,1633,4,3,Transformation Digitale,Y,Frequent,3,8
2,3,1,1635,2,2,Autre,Y,Occasionnel,3,9
1,6,1,1638,2,2,Transformation Digitale,Y,Occasionnel,0,2
0,3,1,1639,10,3,Transformation Digitale,Y,Occasionnel,6,0
1,2,1,1640,10,3,Transformation Digitale,Y,Occasionnel,7,7
0,2,1,1641,16,3,Infra & Cloud,Y,Occasionnel,3,3
0,3,1,1642,1,5,Ressources Humaines,Y,Frequent,0,2
1,3,1,1644,4,5,Transformation Digitale,Y,Frequent,2,2
2,2,1,1645,15,2,Transformation Digitale,Y,Occasionnel,2,2
0,2,1,1646,2,1,Entrepreunariat,Y,Frequent,1,3
0,0,1,1647,8,3,Transformation Digitale,Y,Occasionnel,0,2
0,0,1,1648,2,3,Transformation Digitale,Y,Frequent,1,2
0,3,1,1649,7,3,Infra & Cloud,Y,Occasionnel,0,3
0,2,1,1650,10,3,Transformation Digitale,Y,Occasionnel,1,4
2,6,1,1651,5,4,Infra & Cloud,Y,Occasionnel,0,2
2,6,1,1653,2,1,Infra & Cloud,Y,Frequent,0,7
0,3,1,1654,12,3,Transformation Digitale,Y,Occasionnel,1,0
2,2,1,1655,22,4,Autre,Y,Occasionnel,1,2
3,3,1,1656,17,5,Infra & Cloud,Y,Occasionnel,1,11
0,3,1,1657,2,3,Transformation Digitale,Y,Occasionnel,2,2
1,2,1,1658,3,3,Infra & Cloud,Y,Occasionnel,7,9
0,4,1,1659,7,3,Infra & Cloud,Y,Occasionnel,1,3
1,3,1,1661,6,1,Infra & Cloud,Y,Occasionnel,2,12
0,6,1,1662,1,4,Transformation Digitale,Y,Aucun,1,2
1,3,1,1664,3,2,Infra & Cloud,Y,Occasionnel,0,4
1,6,1,1665,22,5,Transformation Digitale,Y,Occasionnel,4,7
1,3,1,1666,15,2,Infra & Cloud,Y,Occasionnel,6,11
0,2,1,1667,12,4,Autre,Y,Frequent,6,7
2,4,1,1668,1,3,Infra & Cloud,Y,Frequent,2,9
1,3,1,1669,5,3,Transformation Digitale,Y,Occasionnel,0,9
2,5,1,1670,2,4,Transformation Digitale,Y,Occasionnel,0,4
2,4,1,1671,2,3,Transformation Digitale,Y,Occasionnel,1,6
2,2,1,1673,5,4,Infra & Cloud,Y,Occasionnel,0,2
1,2,1,1674,16,3,Transformation Digitale,Y,Occasionnel,2,2
0,3,1,1675,2,3,Transformation Digitale,Y,Frequent,3,3
3,2,1,1676,2,4,Infra & Cloud,Y,Occasionnel,1,2
0,2,1,1677,1,3,Infra & Cloud,Y,Occasionnel,0,0
0,2,1,1678,23,2,Infra & Cloud,Y,Occasionnel,0,2
0,3,1,1680,9,1,Infra & Cloud,Y,Occasionnel,0,2
1,2,1,1681,16,3,Infra & Cloud,Y,Aucun,1,2
2,2,1,1682,26,4,Infra & Cloud,Y,Occasionnel,0,2
3,2,1,1683,1,3,Infra & Cloud,Y,Occasionnel,2,2
0,2,1,1684,8,1,Transformation Digitale,Y,Occasionnel,1,2
1,5,1,1687,4,2,Transformation Digitale,Y,Occasionnel,0,0
0,2,1,1689,24,4,Transformation Digitale,Y,Occasionnel,1,2
2,3,1,1691,7,2,Transformation Digitale,Y,Frequent,7,7
0,2,1,1692,2,4,Infra & Cloud,Y,Occasionnel,0,0
0,5,1,1693,7,3,Transformation Digitale,Y,Aucun,5,7
1,1,1,1694,22,3,Entrepreunariat,Y,Occasionnel,1,2
1,3,1,1696,5,2,Transformation Digitale,Y,Occasionnel,4,13
1,2,1,1697,1,4,Transformation Digitale,Y,Occasionnel,0,0
3,6,1,1698,21,3,Transformation Digitale,Y,Occasionnel,2,13
2,2,1,1700,1,4,Transformation Digitale,Y,Frequent,1,3
0,3,1,1701,19,3,Infra & Cloud,Y,Occasionnel,8,7
1,2,1,1702,7,3,Infra & Cloud,Y,Occasionnel,0,2
1,2,1,1703,2,3,Infra & Cloud,Y,Occasionnel,6,7
0,2,1,1704,2,4,Transformation Digitale,Y,Frequent,1,4
